Date,Open,High,Low,Close,Volume
2016-08-05,3228.9,3249.39,3204.51,3213.28,4707644
2016-08-08,3260.15,3260.15,3189.88,3217.19,5089899
2016-08-09,3224.03,3293.32,3208.42,3292.34,6257868
2016-08-10,3303.07,3313.81,3273.8,3291.35,5640424
2016-08-12,3290.38,3295.27,3250.38,3267.95,5201398
2016-08-15,3268.91,3268.91,3206.46,3220.12,4660709
2016-08-16,3226.95,3264.04,3212.33,3215.27,6130689
2016-08-17,3203.55,3227.94,3128.4,3174.26,6963650
2016-08-18,3144.01,3244.52,3122.55,3190.86,6699764
2016-08-19,3222.07,3223.05,3170.36,3193.79,4089381
2016-08-22,3196.7,3248.43,3194.76,3238.67,4087845
2016-08-23,3232.8,3248.43,3199.61,3222.07,4687251
2016-08-24,3254.28,3303.07,3244.52,3291.35,6863118
2016-08-25,3262.07,3300.16,3250.38,3289.41,5863216
2016-08-26,3298.19,3298.19,3249.39,3250.38,4820886
2016-08-29,3287.45,3302.09,3254.28,3265.98,5464055
2016-08-30,3270.87,3272.82,3230.86,3245.49,3699852
2016-08-31,3268.91,3278.67,3240.63,3244.52,6355122
2016-09-01,3246.47,3251.35,3213.28,3220.12,5151386
2016-09-02,3224.03,3281.6,3217.19,3268.91,5499616
2016-09-05,3315.75,3361.62,3298.19,3318.68,7226103
2016-09-06,3319.64,3366.49,3319.64,3351.86,5378585
2016-09-07,3334.29,3361.62,3327.47,3353.81,5130686
2016-09-08,3353.81,3356.75,3304.05,3328.44,5252330
2016-09-09,3328.44,3328.44,3289.41,3306.97,5017343
2016-09-12,3220.12,3255.26,3191.82,3207.45,6716572
2016-09-13,3235.74,3300.16,3229.88,3256.23,5484448
2016-09-14,3220.12,3255.26,3211.35,3238.67,4142978
2016-09-15,3211.35,3231.84,3186.95,3199.61,4462513
2016-09-16,3217.19,3218.18,3184.02,3190.86,4005245
2016-09-20,3197.68,3292.34,3194.76,3239.63,6757152
2016-09-21,3234.76,3292.34,3195.72,3291.35,7269863
2016-09-23,3317.71,3346.01,3307.94,3317.71,6537023
2016-09-26,3315.75,3327.47,3285.51,3299.16,4300799
2016-09-27,3220.12,3298.19,3220.12,3296.23,6332371
2016-09-28,3314.82,3317.78,3271.77,3296.23,4329244
2016-09-29,3300.17,3330.5,3276.67,3310.92,5059504
2016-09-30,3268.85,3275.69,3222.84,3222.84,7254165
2016-10-03,3261.97,3271.77,3241.43,3263.94,4347534
2016-10-04,3280.58,3306.03,3273.73,3299.17,3793223
2016-10-05,3307.98,3319.71,3277.65,3319.71,4053978
2016-10-06,3345.18,3346.16,3307.98,3312.88,3939643
2016-10-07,3327.54,3327.54,3269.8,3278.62,4737033
2016-10-11,3327.54,3362.78,3315.81,3341.25,7411417
2016-10-12,3310.92,3326.58,3296.23,3311.89,4362657
2016-10-13,3348.11,3398.01,3342.24,3354.96,8701505
2016-10-14,3410.73,3418.56,3358.88,3365.73,9159360
2016-10-17,3365.73,3376.49,3316.8,3353.0,5354489
2016-10-18,3359.85,3398.01,3348.11,3398.01,6722437
2016-10-19,3395.08,3400.97,3329.51,3329.51,5816126
2016-10-20,3317.78,3349.08,3303.09,3330.5,6235153
2016-10-21,3314.82,3319.71,3235.56,3250.24,9878176
2016-10-24,3263.94,3265.89,3237.51,3247.32,5252722
2016-10-25,3261.0,3263.94,3234.58,3259.04,5172921
2016-10-26,3241.43,3257.1,3214.02,3254.15,4267836
2016-10-27,3227.73,3255.14,3220.88,3231.64,4161164
2016-10-28,3245.34,3249.25,3210.12,3229.68,5828897
2016-10-31,3234.58,3292.33,3225.78,3289.39,6243123
2016-11-01,3220.88,3267.86,3212.08,3265.89,7679836
2016-11-02,3210.12,3226.74,3181.73,3195.42,9284628
2016-11-04,3131.82,3135.72,3064.28,3107.34,8704059
2016-11-07,3150.41,3155.31,3069.17,3081.89,8426853
2016-11-08,3095.61,3123.99,3092.67,3117.12,4763292
2016-11-09,3141.62,3150.41,2867.56,2958.59,15051710
2016-11-10,3190.55,3190.55,3102.46,3138.66,10562354
2016-11-11,3139.64,3156.28,3110.28,3130.83,8699155
2016-11-14,3159.22,3195.42,3146.49,3191.51,6720393
2016-11-15,3156.28,3158.25,3104.41,3134.76,7365436
2016-11-16,3151.4,3162.16,3129.85,3137.69,5165869
2016-11-17,3124.97,3159.22,3109.31,3157.26,4409861
2016-11-18,3158.25,3177.81,3142.58,3166.07,6279294
2016-11-21,3190.55,3232.62,3186.63,3229.68,6383618
2016-11-22,3251.22,3288.41,3246.32,3283.51,8101521
2016-11-24,3288.41,3294.27,3261.97,3262.96,6824308
2016-11-25,3265.89,3287.43,3235.56,3257.1,6897568
2016-11-28,3205.22,3258.07,3203.27,3252.19,4978580
2016-11-29,3208.16,3246.32,3208.16,3240.46,3846763
2016-11-30,3245.34,3259.04,3204.23,3217.94,5266617
2016-12-01,3229.68,3236.55,3173.9,3179.78,9518716
2016-12-02,3113.23,3123.01,3069.17,3100.5,11472445
2016-12-05,3099.52,3123.01,3078.96,3092.67,6883979
2016-12-06,3141.62,3147.47,3112.24,3122.03,5585716
2016-12-07,3140.63,3144.55,3123.99,3130.83,5022925
2016-12-08,3162.16,3210.12,3141.62,3191.51,11600780
2016-12-09,3215.02,3308.96,3205.22,3296.23,15579251
2016-12-12,3316.8,3317.78,3262.96,3294.27,7101002
2016-12-13,3261.97,3320.71,3254.15,3306.03,6318326
2016-12-14,3306.03,3321.69,3288.41,3300.17,5963567
2016-12-15,3317.78,3321.69,3286.45,3301.12,5504587
2016-12-16,3327.54,3341.25,3266.87,3275.69,7338257
2016-12-19,3310.92,3331.46,3303.09,3308.96,5106915
2016-12-20,3293.31,3304.07,3261.0,3290.36,4458498
2016-12-21,3307.98,3312.88,3263.94,3264.93,5204494
2016-12-22,3275.69,3280.58,3251.22,3270.79,3774830
2016-12-26,3279.58,3293.31,3260.04,3261.97,2888037
2016-12-27,3249.25,3264.93,3237.51,3253.17,3201719
2016-12-28,3251.22,3296.23,3249.25,3266.87,3973259
2016-12-29,3260.04,3261.97,3196.41,3228.71,4552397
2016-12-30,3240.46,3240.46,3192.49,3205.22,3412510
2017-01-04,3234.58,3261.97,3204.23,3261.97,6042754
2017-01-05,3263.94,3265.89,3199.36,3225.78,7358489
2017-01-06,3257.1,3302.11,3240.46,3245.34,9066787
2017-01-10,3273.73,3365.73,3272.75,3321.69,11710723
2017-01-11,3390.19,3474.36,3388.24,3435.21,13916521
2017-01-12,3448.92,3486.11,3425.43,3456.74,11027259
2017-01-13,3455.76,3473.39,3424.44,3473.39,6428369
2017-01-16,3442.06,3479.27,3429.34,3439.13,4762987
2017-01-17,3439.13,3493.92,3416.62,3429.34,8859164
2017-01-18,3376.49,3421.51,3359.85,3409.77,6045513
2017-01-19,3449.89,3449.89,3393.13,3423.45,4929944
2017-01-20,3413.68,3418.56,3382.36,3398.01,5248736
2017-01-23,3398.01,3399.01,3345.18,3358.88,4736726
2017-01-24,3369.64,3396.07,3337.34,3345.18,5411811
2017-01-25,3391.18,3398.01,3348.11,3371.59,4275396
2017-01-26,3425.43,3449.89,3410.73,3445.0,7318333
2017-01-27,3454.8,3464.57,3413.68,3430.31,4938833
2017-01-30,3403.9,3431.3,3389.2,3427.38,4573344
2017-01-31,3290.36,3379.42,3290.36,3350.05,11316115
2017-02-01,3279.58,3350.05,3279.58,3337.34,5919325
2017-02-02,3347.13,3361.8,3280.58,3297.21,5027317
2017-02-03,3461.64,3523.29,3432.27,3461.64,18925550
2017-02-06,3508.62,3533.08,3495.9,3512.54,8960319
2017-02-07,3541.87,3548.73,3514.49,3522.32,7512879
2017-02-08,3508.62,3511.55,3474.36,3496.87,4578147
2017-02-09,3488.05,3512.54,3466.53,3485.11,4305232
2017-02-10,3527.21,3531.13,3498.82,3513.5,5020575
2017-02-13,3529.16,3538.94,3491.98,3510.56,4240860
2017-02-14,3530.13,3530.13,3492.96,3495.9,3797207
2017-02-15,3527.21,3527.21,3498.82,3518.41,3554128
2017-02-16,3523.29,3523.29,3462.62,3484.15,5971025
2017-02-17,3451.85,3486.11,3441.09,3471.42,3452360
2017-02-20,3450.87,3455.76,3426.4,3433.25,3968967
2017-02-21,3442.06,3456.74,3416.62,3445.97,2721589
2017-02-22,3492.96,3514.49,3450.87,3459.67,5240052
2017-02-23,3438.16,3449.89,3425.43,3440.1,3248312
2017-02-24,3439.13,3449.89,3407.8,3411.72,3653240
2017-02-27,3368.66,3400.97,3356.92,3380.42,3973975
2017-02-28,3399.01,3456.74,3399.01,3403.9,6081274
2017-03-01,3416.62,3466.53,3415.64,3453.8,4320150
2017-03-02,3516.44,3537.0,3491.98,3506.64,5956006
2017-03-03,3542.87,3571.25,3512.54,3525.25,6539336
2017-03-06,3511.55,3519.38,3476.32,3484.15,3510806
2017-03-07,3458.69,3464.57,3436.19,3446.95,4451448
2017-03-08,3437.17,3444.03,3406.82,3438.16,3790975
2017-03-09,3455.76,3469.47,3448.92,3456.74,3288570
2017-03-10,3552.66,3585.94,3536.02,3583.0,11936126
2017-03-13,3560.49,3586.89,3539.94,3581.03,5351629
2017-03-14,3572.23,3579.08,3542.87,3557.56,3990731
2017-03-15,3524.28,3532.11,3508.62,3527.21,3720268
2017-03-16,3504.7,3548.73,3504.7,3541.87,5263960
2017-03-17,3537.0,3577.11,3527.21,3561.47,5637622
2017-03-21,3572.23,3575.17,3536.02,3549.72,3888145
2017-03-22,3503.71,3514.49,3469.47,3477.29,6483751
2017-03-23,3481.2,3496.87,3446.95,3464.57,4376858
2017-03-24,3462.62,3544.84,3451.85,3526.23,5913091
2017-03-27,3492.96,3517.41,3479.27,3500.78,5436640
2017-03-28,3504.7,3533.08,3504.7,3528.19,6033865
2017-03-29,3562.53,3651.84,3561.56,3635.16,11374798
2017-03-30,3643.01,3667.55,3641.05,3664.6,8085875
2017-03-31,3680.3,3721.53,3677.36,3696.01,12714293
2017-04-03,3655.77,3658.72,3578.24,3595.91,10574220
2017-04-04,3589.04,3637.13,3570.39,3605.73,6740979
2017-04-05,3601.81,3632.21,3560.58,3587.06,6058292
2017-04-06,3533.09,3552.73,3475.19,3488.93,7210711
2017-04-07,3513.46,3513.46,3449.67,3481.07,6740265
2017-04-10,3480.09,3499.74,3467.34,3486.98,3486801
2017-04-11,3480.09,3482.06,3441.84,3466.36,3688653
2017-04-12,3395.7,3412.39,3359.39,3393.73,5530075
2017-04-13,3358.4,3391.77,3341.72,3381.95,4782277
2017-04-14,3388.82,3394.71,3348.59,3358.4,3745306
2017-04-17,3344.66,3408.46,3338.78,3388.82,4386318
2017-04-18,3403.55,3429.06,3383.92,3391.77,3456641
2017-04-19,3396.69,3457.54,3394.71,3440.84,6355720
2017-04-20,3423.17,3537.02,3417.29,3504.63,9278337
2017-04-21,3533.09,3540.95,3498.74,3525.24,6894635
2017-04-24,3670.49,3688.16,3644.01,3660.68,13553692
2017-04-25,3648.9,3667.55,3626.32,3645.96,7663526
2017-04-26,3674.41,3678.34,3640.07,3672.47,6879454
2017-04-27,3678.34,3726.44,3667.55,3692.09,7174028
2017-04-28,3704.85,3711.71,3665.59,3689.15,5338718
2017-05-01,3749.0,3825.57,3743.13,3801.02,11485353
2017-05-02,3788.27,3802.98,3758.83,3781.4,6664153
2017-05-08,3837.34,3923.7,3828.51,3914.87,12985228
2017-05-09,3916.82,4004.18,3914.87,3949.21,11011955
2017-05-10,3973.75,4012.02,3966.88,4005.16,7864766
2017-05-11,4007.12,4014.98,3978.66,3997.3,5344426
2017-05-12,3979.63,3985.54,3950.2,3970.79,5694021
2017-05-15,3931.55,3948.24,3908.97,3930.57,5805596
2017-05-16,3961.96,3979.63,3940.39,3948.24,4316625
2017-05-17,3964.92,3979.63,3942.34,3958.04,4846267
2017-05-18,3876.58,3916.82,3857.94,3868.74,7735767
2017-05-19,3866.77,3902.11,3857.94,3863.83,7928346
2017-05-22,3902.11,3907.01,3835.37,3869.72,6174247
2017-05-23,3875.61,3905.05,3860.89,3883.45,4674577
2017-05-24,3951.17,3981.61,3912.9,3923.7,7396462
2017-05-25,3928.61,3937.44,3905.05,3926.64,4072283
2017-05-26,3954.11,3957.07,3926.64,3934.5,4295225
2017-05-29,3960.02,3999.25,3950.2,3962.96,4711972
2017-05-30,3962.96,3964.92,3896.21,3956.09,4656846
2017-05-31,3974.74,3992.39,3956.09,3959.03,4619554
2017-06-01,3925.65,3957.07,3917.82,3954.11,5847575
2017-06-02,3975.71,4081.71,3974.74,4081.71,11556477
2017-06-05,4081.71,4108.2,4048.33,4096.43,6129109
2017-06-06,4117.04,4117.04,4069.92,4089.55,6088454
2017-06-07,4078.77,4082.68,4011.05,4049.32,8357421
2017-06-08,4083.67,4103.29,4029.69,4039.51,6379156
2017-06-09,4046.38,4068.95,4014.98,4039.51,7291817
2017-06-12,3958.04,3993.38,3946.27,3990.44,5385998
2017-06-13,3990.44,3992.39,3950.2,3961.96,4587761
2017-06-14,4009.08,4028.7,3984.54,3984.54,4477208
2017-06-15,3986.5,4069.92,3984.54,4061.09,6863048
2017-06-16,4048.33,4070.92,4033.63,4060.11,5594270
2017-06-19,4070.92,4211.25,4058.14,4210.27,11015929
2017-06-20,4240.7,4263.26,4197.51,4198.49,7013036
2017-06-21,4195.55,4197.51,4131.76,4149.42,6896877
2017-06-22,4181.81,4232.85,4170.03,4196.54,6617383
2017-06-23,4219.11,4226.96,4190.65,4195.55,4611912
2017-06-26,4199.47,4243.64,4198.49,4218.11,3815002
2017-06-27,4268.18,4271.11,4231.87,4268.18,5743236
2017-06-28,4239.71,4258.36,4216.16,4247.56,7038102
2017-06-29,4295.64,4326.08,4270.14,4283.87,5187815
2017-06-30,4201.43,4224.01,4187.71,4206.35,7399926
2017-07-03,4225.97,4256.39,4208.31,4229.89,4238980
2017-07-04,4247.56,4259.35,4146.48,4158.27,6170375
2017-07-05,4141.57,4191.63,4117.04,4190.65,5416567
2017-07-06,4191.63,4195.55,4152.37,4179.86,6321382
2017-07-07,4121.94,4171.02,4118.02,4166.1,5647151
2017-07-10,4224.99,4256.39,4210.27,4237.75,5553206
2017-07-11,4279.95,4363.38,4276.03,4356.5,9879100
2017-07-12,4353.56,4395.75,4337.86,4393.8,7061843
2017-07-13,4415.38,4443.84,4382.98,4394.77,6099153
2017-07-14,4431.08,4447.78,4410.49,4415.38,4373480
2017-07-18,4433.06,4433.06,4388.89,4421.27,4078395
2017-07-19,4405.57,4419.31,4396.74,4413.43,3775058
2017-07-20,4431.08,4469.36,4427.17,4449.73,4638505
2017-07-21,4450.72,4457.58,4432.07,4454.65,3724418
2017-07-24,4396.74,4409.5,4369.26,4401.65,5115877
2017-07-25,4396.74,4415.38,4373.2,4383.98,3429334
2017-07-26,4411.46,4439.91,4391.83,4439.91,4899149
2017-07-27,4460.53,4530.21,4452.67,4508.62,7498253
2017-07-28,4483.1,4502.74,4433.06,4448.76,5765348
2017-07-31,4426.18,4482.11,4410.49,4455.64,4711563
2017-08-01,4426.18,4462.5,4369.26,4376.13,6522724
2017-08-02,4344.73,4443.84,4252.47,4334.91,14358652
2017-08-03,4330.98,4353.56,4285.84,4336.87,6937839
2017-08-04,4331.97,4353.56,4319.2,4351.59,3182750
2017-08-07,4367.29,4369.26,4328.05,4328.05,3531635
2017-08-08,4362.38,4416.37,4356.5,4388.89,5899440
2017-08-09,4377.12,4407.53,4309.39,4320.2,6461791
2017-08-10,4315.29,4322.14,4243.64,4257.39,6712449
2017-08-14,4122.93,4206.35,4117.04,4177.88,9822041
2017-08-15,4220.1,4266.21,4204.38,4219.11,5663761
2017-08-16,4219.11,4251.49,4206.35,4244.62,4281064
2017-08-17,4249.54,4268.18,4239.71,4247.56,3875831
2017-08-18,4171.99,4191.63,4146.48,4147.45,5641344
2017-08-21,4141.57,4156.3,4081.71,4105.26,6035060
2017-08-22,4105.26,4154.33,4097.43,4113.12,5167537
2017-08-23,4155.32,4175.92,4148.44,4158.27,5047711
2017-08-24,4135.68,4145.51,4090.53,4090.53,5508372
2017-08-25,4097.43,4140.58,4091.53,4120.97,3795337
2017-08-28,4126.86,4142.56,4096.43,4113.12,3450323
2017-08-29,4098.38,4133.72,4087.6,4121.94,4532638
2017-08-30,4171.02,4255.41,4160.21,4240.7,18860928
2017-08-31,4273.08,4306.45,4242.65,4256.39,7455663
2017-09-01,4289.77,4311.36,4271.11,4294.68,4948466
2017-09-04,4283.87,4292.71,4247.56,4291.72,4162560
2017-09-05,4295.64,4295.64,4177.88,4229.89,5847780
2017-09-06,4171.02,4241.68,4163.16,4203.41,4137087
2017-09-07,4203.41,4212.24,4164.14,4178.87,4455097
2017-09-08,4216.16,4264.25,4195.55,4218.11,7475532
2017-09-11,4283.87,4391.83,4280.94,4386.92,8742376
2017-09-12,4377.12,4386.92,4302.54,4335.89,7425807
2017-09-13,4349.63,4355.53,4296.63,4299.59,4599787
2017-09-14,4269.15,4269.15,4142.56,4151.38,11538032
2017-09-15,4121.94,4174.96,4118.02,4162.19,8143953
2017-09-19,4230.88,4237.75,4195.55,4214.2,6852451
2017-09-20,4121.94,4169.05,4110.17,4164.14,8839378
2017-09-21,4171.02,4176.9,4110.17,4115.06,7177594
2017-09-22,4141.57,4141.57,4071.89,4096.43,5260772
2017-09-25,4121.94,4127.83,4097.43,4106.23,4451326
2017-09-26,4037.53,4047.35,4010.06,4022.83,7256867
2017-09-27,4036.12,4037.09,4003.62,4010.51,5321321
2017-09-28,4051.87,4057.77,4025.28,4055.8,5640495
2017-09-29,4085.34,4130.61,4080.41,4120.77,6624630
2017-10-02,4124.7,4129.64,4099.11,4118.8,3453210
2017-10-03,4154.24,4186.73,4131.6,4153.26,5270225
2017-10-04,4165.07,4166.05,4131.6,4151.28,4193853
2017-10-05,4134.56,4146.36,4059.75,4074.5,8160463
2017-10-06,4085.34,4118.8,4082.37,4086.31,5694334
2017-10-10,4086.31,4087.3,4031.19,4059.75,6252939
2017-10-11,4016.42,4036.12,3976.06,4036.12,8260318
2017-10-12,4036.12,4041.02,3985.91,3998.71,7956282
2017-10-13,4006.58,4062.69,3977.05,4048.91,9647840
2017-10-16,4075.5,4111.9,4069.57,4095.16,6949289
2017-10-17,4110.93,4121.75,4060.71,4089.27,5909182
2017-10-18,4106.0,4173.93,4104.04,4160.14,7499869
2017-10-19,4183.78,4198.54,4150.3,4159.15,5731919
2017-10-20,4149.33,4175.9,4132.58,4170.98,4558940
2017-10-23,4223.14,4231.02,4201.49,4210.35,5981406
2017-10-24,4193.63,4214.29,4176.88,4212.33,4230321
2017-10-25,4229.06,4230.03,4161.14,4173.93,5356164
2017-10-26,4173.93,4210.35,4165.07,4203.47,4640411
2017-10-27,4233.0,4249.73,4193.63,4212.33,8370739
2017-10-30,4242.83,4284.18,4217.24,4242.83,10378832
2017-10-31,4291.07,4359.0,4275.32,4344.24,11079449
2017-11-01,4823.65,4881.72,4737.01,4841.36,41323436
2017-11-02,4889.6,5012.65,4885.66,4975.24,21675973
2017-11-06,5020.53,5167.2,5019.55,5140.62,21380569
2017-11-07,5146.54,5244.98,5134.72,5179.03,17537789
2017-11-08,5183.94,5399.53,5157.36,5325.7,19602564
2017-11-09,5384.77,5384.77,5092.39,5144.56,27549702
2017-11-10,5046.12,5202.64,5041.21,5170.16,15951977
2017-11-13,5193.78,5201.65,5103.21,5116.01,8295061
2017-11-14,5097.31,5181.98,5042.18,5142.59,12459962
2017-11-15,5103.21,5140.62,4945.71,5015.61,14338332
2017-11-16,4985.09,5130.79,4953.58,5096.32,11806580
2017-11-17,5216.43,5286.32,5112.07,5133.74,14786922
2017-11-20,5090.42,5176.06,5079.59,5166.22,6250704
2017-11-21,5189.84,5199.69,5131.77,5135.7,7471122
2017-11-22,5211.5,5267.62,5175.08,5204.62,9278587
2017-11-24,5215.43,5274.51,5194.77,5240.05,7947241
2017-11-27,5276.47,5356.21,5266.64,5279.43,10288220
2017-11-28,5258.76,5293.2,5214.45,5248.92,6544176
2017-11-29,5330.62,5330.62,5223.31,5239.06,6499074
2017-11-30,5214.45,5217.42,5103.21,5119.95,11376071
2017-12-01,5158.35,5162.28,5013.63,5070.72,12726109
2017-12-04,5076.64,5168.19,5034.31,5143.59,7778613
2017-12-05,5059.9,5118.96,5053.01,5105.19,6527009
2017-12-06,5064.83,5087.46,4938.82,4948.67,9021887
2017-12-07,4996.89,5041.21,4945.71,5039.22,7696229
2017-12-08,5025.45,5091.41,5025.45,5078.59,7726399
2017-12-11,5109.13,5110.11,4969.33,4986.08,8804600
2017-12-12,4968.35,5022.49,4949.65,4965.39,7277302
2017-12-13,4954.58,4984.1,4925.05,4954.58,5559838
2017-12-14,4923.07,4962.45,4918.15,4937.84,6064909
2017-12-15,4918.15,4972.29,4898.46,4927.99,7538370
2017-12-18,4989.02,5082.55,4988.03,5080.58,7215437
2017-12-19,5069.76,5075.66,5030.38,5036.27,5009665
2017-12-20,5054.97,5057.92,5009.69,5045.14,3633520
2017-12-21,5017.56,5085.51,5004.77,5075.66,4507947
2017-12-22,5049.08,5111.1,5049.08,5111.1,4488951
2017-12-25,5118.0,5183.94,5100.26,5110.11,4393056
2017-12-26,5127.83,5131.77,5056.96,5065.81,3182290
2017-12-27,5041.21,5076.64,5031.36,5040.22,3439904
2017-12-28,5045.14,5057.92,4998.87,5012.65,3299617
2017-12-29,5035.29,5046.12,5000.83,5003.8,3092591
2018-01-04,5168.19,5197.73,5132.75,5196.74,8876724
2018-01-05,5240.05,5392.64,5239.06,5378.86,13699984
2018-01-09,5438.9,5559.99,5406.41,5524.54,13713799
2018-01-10,5473.36,5545.22,5441.85,5503.87,7399099
2018-01-11,5434.97,5525.53,5434.97,5496.98,6090304
2018-01-12,5496.98,5510.77,5410.36,5438.9,7517850
2018-01-15,5446.77,5478.28,5367.04,5377.87,6016351
2018-01-16,5382.79,5419.22,5370.0,5388.7,4555792
2018-01-17,5330.62,5379.84,5296.17,5373.94,6733324
2018-01-18,5452.69,5465.48,5340.46,5364.08,8503001
2018-01-19,5393.62,5448.76,5367.04,5426.1,5964138
2018-01-22,5438.9,5490.1,5405.44,5485.18,6751813
2018-01-23,5557.03,5648.59,5525.53,5642.69,12675114
2018-01-24,5512.73,5512.73,5351.29,5357.2,19819544
2018-01-25,5202.64,5300.11,5120.95,5167.2,19101556
2018-01-26,5266.64,5312.91,5198.7,5202.64,10847230
2018-01-29,5265.64,5270.57,5176.06,5202.64,7274252
2018-01-30,5129.8,5176.06,5096.32,5102.24,10242407
2018-01-31,5070.72,5185.9,5067.78,5127.83,7825646
2018-02-01,5186.9,5302.07,5136.69,5301.08,9158922
2018-02-02,5310.92,5419.22,5286.32,5399.53,14564150
2018-02-05,5512.73,5582.62,5417.24,5481.24,26388609
2018-02-06,5217.42,5303.05,5143.59,5252.85,23767260
2018-02-07,5519.62,5576.73,5327.67,5332.6,18423694
2018-02-08,5365.07,5418.23,5168.19,5237.09,13425101
2018-02-09,5014.62,5093.37,4982.14,5093.37,13261856
2018-02-13,5118.96,5154.4,5005.76,5019.55,11027337
2018-02-14,5014.62,5077.63,4928.99,4998.87,10072965
2018-02-15,5114.04,5123.88,5056.96,5092.39,7398997
2018-02-16,5128.81,5256.79,5118.0,5181.98,8230455
2018-02-19,5175.08,5230.22,5153.42,5222.35,5791854
2018-02-20,5223.31,5252.85,5151.46,5213.48,6092641
2018-02-21,5246.94,5295.18,5215.43,5294.2,8192970
2018-02-22,5276.47,5344.41,5205.6,5265.64,8219179
2018-02-23,5246.94,5276.47,5207.57,5270.57,5732834
2018-02-26,5292.23,5343.41,5272.53,5298.12,7032995
2018-02-27,5365.07,5382.79,5325.7,5354.26,7359177
2018-02-28,5366.07,5408.39,5323.74,5357.2,11334930
2018-03-01,5304.04,5333.57,5168.19,5219.38,8264585
2018-03-02,5092.39,5192.8,5089.44,5155.4,7770486
2018-03-05,5066.79,5157.36,5057.92,5148.5,7886798
2018-03-06,5256.79,5300.11,5189.84,5199.69,7129498
2018-03-07,5169.17,5315.85,5161.29,5233.16,9033466
2018-03-08,5293.2,5350.31,5272.53,5293.2,7063468
2018-03-09,5384.77,5414.3,5271.56,5308.97,10952369
2018-03-12,5345.39,5379.84,5190.83,5216.43,9309976
2018-03-13,5238.09,5280.41,5224.3,5272.53,7693893
2018-03-14,5272.53,5333.57,5245.97,5315.85,7150322
2018-03-15,5307.0,5376.89,5303.05,5361.14,6908554
2018-03-16,5361.14,5365.07,5261.72,5287.31,7463298
2018-03-19,5253.83,5253.83,5041.21,5063.85,11843453
2018-03-20,5017.56,5063.85,4940.79,5057.92,8603262
2018-03-22,5118.96,5192.8,5090.42,5157.36,9294839
2018-03-23,4956.53,5057.92,4956.53,5016.59,10316866
2018-03-26,4943.74,4999.86,4881.72,4999.86,8112007
2018-03-27,5075.66,5151.46,5071.71,5150.47,7647875
2018-03-28,5038.47,5107.55,5012.82,5105.57,8012366
2018-03-29,5076.95,5081.89,4984.2,5042.42,7082062
2018-03-30,5061.16,5095.71,5036.49,5077.95,5498621
2018-04-02,5083.86,5168.73,5082.89,5104.59,4412051
2018-04-03,5032.55,5105.57,5021.7,5081.89,5277801
2018-04-04,5147.02,5176.62,5067.09,5069.07,7283729
2018-04-05,5159.85,5178.6,5097.67,5144.06,5828889
2018-04-06,5150.96,5191.43,5135.17,5136.16,5071674
2018-04-09,5134.2,5173.66,5114.45,5150.96,4162450
2018-04-10,5142.09,5297.98,5140.1,5257.54,7268630
2018-04-11,5259.51,5286.15,5191.43,5202.27,4857036
2018-04-12,5211.15,5212.14,5122.35,5131.22,4218795
2018-04-13,5169.71,5204.25,5159.85,5175.63,4544908
2018-04-16,5209.18,5253.59,5200.31,5218.06,3267515
2018-04-17,5218.06,5288.13,5218.06,5241.74,4225484
2018-04-18,5264.45,5331.55,5260.49,5323.66,6218035
